model_name,temperature,seed,num_generations,premise,unfiltered_conversation,alice_dialogues,bob_dialogues,error_message,alice_emotion_scores,bob_emotion_scores
llama3_70b_instruct,0.7,42,4,Two high school students discuss their strategies for passing a challenging exam.,"Alice: I've been studying for weeks, but I'm still not feeling confident about the math section.\nBob: I've been focusing on the science part, since that's always been my weakness.\nAlice: I've been making flashcards for the key terms, do you think that'll help?\nBob: Yeah, that's a good idea, I should do that too, especially for the biology section.\nAlice: Have you looked at the practice exams online? I heard they're pretty similar to the real thing.\nBob: Actually, I was thinking of forming a study group, want to join?","[""I've been studying for weeks, but I'm still not feeling confident about the math section."", ""I've been making flashcards for the key terms, do you think that'll help?"", ""Have you looked at the practice exams online? I heard they're pretty similar to the real thing.""]","[""I've been focusing on the science part, since that's always been my weakness."", ""Yeah, that's a good idea, I should do that too, especially for the biology section."", 'Actually, I was thinking of forming a study group, want to join?']",,"{'happiness': [0, 10.347495079040527, 1.9165318012237549], 'sadness': [0, -8.025748252868652, -9.144311904907227], 'anger': [0, 0.22833563387393951, 6.112013339996338], 'fear': [0, -1.0120877027511597, -5.962507724761963], 'disgust': [0, 0.3880448341369629, -0.38918250799179077], 'surprise': [0, 5.790246486663818, -9.16063404083252]}","{'happiness': [9.008700370788574, 2.8718178272247314, 18.85881996154785], 'sadness': [-2.4522855281829834, -10.322707176208496, -9.980255126953125], 'anger': [11.338114738464355, 2.2371017932891846, 2.570624589920044], 'fear': [0.7709640264511108, -9.680008888244629, -8.631906509399414], 'disgust': [-1.7325446605682373, -1.3510675430297852, -0.8183881640434265], 'surprise': [2.8677725791931152, -11.300742149353027, 2.023895502090454]}"
llama3_70b_instruct,0.7,42,4,Two high school students discuss their strategies for passing a challenging exam.,"Alice: I've been studying for weeks, but I'm still not feeling confident about the math section.\nBob: I've been focusing on the science section, since that's where I struggled most last time.\nAlice: I've been making flashcards for key terms, but I'm worried I won't be able to apply them correctly.\nBob: I've been doing practice problems online, which has really helped me understand the concepts better.\nAlice: Do you think it's better to answer all the easy questions first, or to tackle the hardest ones right away?\nBob: I usually start with the easy ones to get them out of the way, and then come back to the harder ones when I've got more time.","[""I've been studying for weeks, but I'm still not feeling confident about the math section."", ""I've been making flashcards for key terms, but I'm worried I won't be able to apply them correctly."", ""Do you think it's better to answer all the easy questions first, or to tackle the hardest ones right away?""]","[""I've been focusing on the science section, since that's where I struggled most last time."", ""I've been doing practice problems online, which has really helped me understand the concepts better."", ""I usually start with the easy ones to get them out of the way, and then come back to the harder ones when I've got more time.""]",,"{'happiness': [-15.799338340759277, 0.12768805027008057, -2.333472728729248], 'sadness': [-2.7026116847991943, -5.756669998168945, -7.977217197418213], 'anger': [19.52737045288086, 12.455916404724121, 1.4969114065170288], 'fear': [0.018167896196246147, 2.6827375888824463, -0.8725593090057373], 'disgust': [1.6711324453353882, -1.703186273574829, 6.886667251586914], 'surprise': [-8.483696937561035, -0.41973698139190674, 1.0836116075515747]}","{'happiness': [7.1502790451049805, 17.557735443115234, 1.5941412448883057], 'sadness': [-5.7671284675598145, -13.568724632263184, -3.535027265548706], 'anger': [6.715863227844238, -3.9726672172546387, 8.490273475646973], 'fear': [-0.7740675210952759, -9.312600135803223, -12.084447860717773], 'disgust': [-5.834620475769043, -9.888872146606445, 2.2500200271606445], 'surprise': [1.4847687482833862, 3.568328619003296, -5.487417221069336]}"
llama3_70b_instruct,0.7,42,4,An artist and a critic argue about the meaning of a controversial painting.,"Alice: The painting is meant to be a commentary on the commodification of art.\nBob: It's just a mess of colors and shapes, lacking any real depth or emotion.\nAlice: You're not looking at it through the lens of postmodernism, that's your problem.\nBob: I don't need some fancy theory to tell me when something is just bad.\nAlice: That's exactly the kind of close-minded thinking the painting is trying to critique.\nBob: If the artist was trying to make a statement, they failed miserably.","['The painting is meant to be a commentary on the commodification of art.', ""You're not looking at it through the lens of postmodernism, that's your problem."", ""That's exactly the kind of close-minded thinking the painting is trying to critique.""]","[""It's just a mess of colors and shapes, lacking any real depth or emotion."", ""I don't need some fancy theory to tell me when something is just bad."", 'If the artist was trying to make a statement, they failed miserably.']",,"{'happiness': [4.249499320983887, -11.468002319335938, -0.7656450271606445], 'sadness': [18.538087844848633, -12.526476860046387, 4.101237773895264], 'anger': [12.839282989501953, 3.553178310394287, 9.058501243591309], 'fear': [-3.513322591781616, -2.8668129444122314, -7.637792587280273], 'disgust': [-0.5725575089454651, -8.067770957946777, -2.317532777786255], 'surprise': [-2.955798864364624, -4.968387126922607, 3.4619901180267334]}","{'happiness': [-21.36591148376465, 3.4852867126464844, -15.412853240966797], 'sadness': [11.350749969482422, -4.406801223754883, -5.711886405944824], 'anger': [6.2044596672058105, 12.396261215209961, 6.122236728668213], 'fear': [-12.11884880065918, -10.085457801818848, -7.848921298980713], 'disgust': [-0.5684700608253479, -4.428715229034424, -8.944106101989746], 'surprise': [-4.4016242027282715, -3.6026322841644287, -7.417600154876709]}"
llama3_70b_instruct,0.7,42,4,An artist and a critic argue about the meaning of a controversial painting.,"Alice: This piece is about the futility of modern life, the emptiness of consumer culture.\nBob: It's just a bunch of random splatters on a canvas, a lazy attempt at profundity.\nAlice: You're not looking at it with an open mind, you're just trying to tear it down.\nBob: I'm trying to see the art in it, but all I see is shallow pretension.\nAlice: That's because you're not willing to confront the uncomfortable truths it reveals.\nBob: The only uncomfortable truth it reveals is that you're trying to pass off nonsense as art. \n[END]","['This piece is about the futility of modern life, the emptiness of consumer culture.', ""You're not looking at it with an open mind, you're just trying to tear it down."", ""That's because you're not willing to confront the uncomfortable truths it reveals.""]","[""It's just a bunch of random splatters on a canvas, a lazy attempt at profundity."", ""I'm trying to see the art in it, but all I see is shallow pretension."", ""The only uncomfortable truth it reveals is that you're trying to pass off nonsense as art. ""]",,"{'happiness': [-19.15861701965332, -17.919795989990234, -15.212480545043945], 'sadness': [22.4742488861084, -12.607880592346191, -13.471879959106445], 'anger': [12.373884201049805, 9.858319282531738, 11.040242195129395], 'fear': [-2.496241569519043, -2.558615207672119, -1.731886625289917], 'disgust': [9.213629722595215, -9.50139331817627, -8.247185707092285], 'surprise': [3.8403050899505615, -16.226200103759766, -13.336639404296875]}","{'happiness': [-24.409366607666016, -18.518238067626953, -15.958477020263672], 'sadness': [-7.840112209320068, 7.982954978942871, -8.551664352416992], 'anger': [6.987213611602783, 11.921198844909668, 6.717385292053223], 'fear': [-10.928890228271484, -8.120349884033203, -8.200663566589355], 'disgust': [-4.081648826599121, -1.4790602922439575, -5.829500198364258], 'surprise': [-3.5216352939605713, -8.86181354522705, -7.87720251083374]}"
llama3_70b_instruct,0.7,42,4,An artist and a critic argue about the meaning of a controversial painting.,"Alice: Your review was way off base - my piece is about the struggle for social justice!\nBob: I think you're being disingenuous - it's clearly a commentary on the futility of modern life.\nAlice: You're not even looking at the painting, you're just projecting your own cynicism onto it.\nBob: I'm looking at it with a critical eye, which is more than I can say for the people who just see what they want to see.\nAlice: You're not even considering the artist's intent - don't you think that matters?\nBob: Intent is irrelevant - art is about interpretation, not didacticism. [END]","['Your review was way off base - my piece is about the struggle for social justice!', ""You're not even looking at the painting, you're just projecting your own cynicism onto it."", ""You're not even considering the artist's intent - don't you think that matters?""]","[""I think you're being disingenuous - it's clearly a commentary on the futility of modern life."", ""I'm looking at it with a critical eye, which is more than I can say for the people who just see what they want to see."", 'Intent is irrelevant - art is about interpretation, not didacticism. ']",,"{'happiness': [2.682236671447754, -13.642333984375, -2.053199052810669], 'sadness': [-8.51205825805664, -1.105804681777954, -5.383907318115234], 'anger': [16.735435485839844, 5.676595211029053, 13.560181617736816], 'fear': [4.741453647613525, -9.037283897399902, 5.940596580505371], 'disgust': [-3.8315248489379883, -4.166543483734131, -3.4383063316345215], 'surprise': [-3.387037992477417, 0.3599773943424225, -9.496285438537598]}","{'happiness': [-2.850494861602783, -10.165210723876953, 13.635612487792969], 'sadness': [2.565829038619995, -8.889896392822266, 5.902050971984863], 'anger': [9.55724811553955, 7.486067771911621, 10.752521514892578], 'fear': [-4.485736846923828, 0.5329936146736145, -8.636201858520508], 'disgust': [2.0446126461029053, -7.840827941894531, -5.454473495483398], 'surprise': [8.305912971496582, -13.41296100616455, -3.980591297149658]}"
llama3_70b_instruct,0.7,42,4,An artist and a critic argue about the meaning of a controversial painting.,"Alice: Your review completely missed the point of my piece, ""The Burning City"".\nBob: On the contrary, I think I understood it all too well – it's a shallow attempt at social commentary.\nAlice: You're so caught up in your own biases that you can't see the layers of symbolism.\nBob: Symbolism? I see only sensationalism and a lack of technical skill.\nAlice: That's because you're not looking for meaning, you're looking for something to tear down.\nBob: I'm looking for art that challenges me, not something that caters to the lowest common denominator. [END]","['Your review completely missed the point of my piece, ""The Burning City"".', ""You're so caught up in your own biases that you can't see the layers of symbolism."", ""That's because you're not looking for meaning, you're looking for something to tear down.""]","[""On the contrary, I think I understood it all too well – it's a shallow attempt at social commentary."", 'Symbolism? I see only sensationalism and a lack of technical skill.', ""I'm looking for art that challenges me, not something that caters to the lowest common denominator. ""]",,"{'happiness': [-2.0434417724609375, -20.826597213745117, -11.316710472106934], 'sadness': [5.084431171417236, 2.08203125, 1.455191969871521], 'anger': [10.827986717224121, 10.848916053771973, 12.916661262512207], 'fear': [4.246247291564941, 1.2496914863586426, -9.046637535095215], 'disgust': [2.1529064178466797, -6.992160797119141, -1.0720716714859009], 'surprise': [6.678962230682373, -8.305617332458496, -6.158965587615967]}","{'happiness': [-12.451200485229492, -13.373480796813965, 13.589943885803223], 'sadness': [-2.922422170639038, -3.670290946960449, -2.198389768600464], 'anger': [11.150476455688477, 9.258572578430176, 11.14197063446045], 'fear': [-6.965194225311279, -6.665224075317383, -6.047663688659668], 'disgust': [-0.7205207347869873, -5.322300434112549, -5.309730052947998], 'surprise': [-3.8335764408111572, -4.4572930335998535, 5.226346492767334]}"
llama3_70b_instruct,0.7,42,4,Two neighbors dispute over a boundary line between their properties.,"Alice: Your fence is two feet over the line, I've measured it myself.\nBob: You're just trying to get more land, Alice, it's always been like this.\nAlice: I've got the original deed right here, it clearly shows the boundary.\nBob: That deed is from the 1800s, things have changed since then.\nAlice: The law is clear on property disputes, I'll take you to court if I have to.\nBob: You'll just waste your time and money, I'm not moving the fence. \n[END]","[""Your fence is two feet over the line, I've measured it myself."", ""I've got the original deed right here, it clearly shows the boundary."", ""The law is clear on property disputes, I'll take you to court if I have to.""]","[""You're just trying to get more land, Alice, it's always been like this."", 'That deed is from the 1800s, things have changed since then.', ""You'll just waste your time and money, I'm not moving the fence. ""]",,"{'happiness': [-8.70578384399414, 14.318477630615234, -18.989727020263672], 'sadness': [-12.527531623840332, -1.644359827041626, -8.311772346496582], 'anger': [8.121736526489258, 10.619830131530762, 15.342662811279297], 'fear': [-2.1021900177001953, -5.246804714202881, 4.776631832122803], 'disgust': [-9.319618225097656, -5.763289451599121, -2.9430289268493652], 'surprise': [-7.533730983734131, -1.2934778928756714, -16.076494216918945]}","{'happiness': [-4.701779365539551, 4.000312328338623, -25.35615348815918], 'sadness': [3.5537238121032715, 5.954487323760986, -6.992068767547607], 'anger': [6.426877498626709, 10.184151649475098, 13.884875297546387], 'fear': [-3.858245372772217, -8.611373901367188, -8.595101356506348], 'disgust': [-7.881495475769043, -7.279993534088135, -1.704268217086792], 'surprise': [-6.413700580596924, -3.2658228874206543, -18.454299926757812]}"
llama3_70b_instruct,0.7,42,4,Two neighbors dispute over a boundary line between their properties.,"Alice: You've been encroaching on my land for months, Bob.\nBob: That's not true, Alice, I've got the original survey to prove it.\nAlice: The survey is outdated, the creek has shifted since then.\nBob: The creek's movement doesn't change the legal boundary.\nAlice: I've seen you mowing my grass, don't deny it.\nBob: You're being paranoid, it was just an honest mistake.\n[END]","[""You've been encroaching on my land for months, Bob."", 'The survey is outdated, the creek has shifted since then.', ""I've seen you mowing my grass, don't deny it.""]","[""That's not true, Alice, I've got the original survey to prove it."", ""The creek's movement doesn't change the legal boundary."", ""You're being paranoid, it was just an honest mistake.""]",,"{'happiness': [-20.018733978271484, -12.992471694946289, -11.867493629455566], 'sadness': [-14.125945091247559, 12.920178413391113, -17.426288604736328], 'anger': [6.190520286560059, 9.972625732421875, 2.5265321731567383], 'fear': [8.624446868896484, -10.262776374816895, 10.845454216003418], 'disgust': [-8.000192642211914, 4.5719313621521, -6.495384693145752], 'surprise': [-2.91996693611145, 1.5110794305801392, -8.94194221496582]}","{'happiness': [2.557270050048828, 2.7844161987304688, 2.1543617248535156], 'sadness': [-9.399152755737305, -1.5378310680389404, -11.663368225097656], 'anger': [10.473921775817871, -3.840778350830078, 7.452481269836426], 'fear': [-7.663234710693359, -7.564296245574951, 1.1953705549240112], 'disgust': [-1.2091234922409058, -8.813891410827637, -11.289782524108887], 'surprise': [-9.773360252380371, -9.41049861907959, -5.01026725769043]}"
llama3_70b_instruct,0.7,42,4,Two neighbors dispute over a boundary line between their properties.,"Alice: I'm telling you, Bob, the oak tree marks the edge of my property.\nBob: That's not what the deed says, Alice. The line runs five feet west of the tree.\nAlice: My grandfather built this house and he said the tree was the marker.\nBob: Your grandfather might have said that, but the county records disagree.\nAlice: I've lived here all my life and I know where the line is.\nBob: And I've got the surveyor's report that says otherwise.","[""I'm telling you, Bob, the oak tree marks the edge of my property."", 'My grandfather built this house and he said the tree was the marker.', ""I've lived here all my life and I know where the line is.""]","[""That's not what the deed says, Alice. The line runs five feet west of the tree."", 'Your grandfather might have said that, but the county records disagree.', ""And I've got the surveyor's report that says otherwise.""]",,"{'happiness': [3.56916880607605, 13.000908851623535, -3.790678024291992], 'sadness': [-5.859958648681641, 16.55035400390625, 4.4389166831970215], 'anger': [3.950521230697632, 10.683082580566406, 11.423677444458008], 'fear': [-10.016695976257324, -8.548842430114746, -2.0943474769592285], 'disgust': [-0.4169885814189911, 2.4187803268432617, -8.120132446289062], 'surprise': [3.405212640762329, 1.991045355796814, -4.531808853149414]}","{'happiness': [-4.478333473205566, -11.169248580932617, -2.977965831756592], 'sadness': [1.871908187866211, 1.7852859497070312, -3.691225528717041], 'anger': [6.047287940979004, 4.841681480407715, 10.45111083984375], 'fear': [-6.805956840515137, -11.69140911102295, -4.1844868659973145], 'disgust': [4.086477756500244, -2.5636205673217773, -3.1817173957824707], 'surprise': [-1.6515241861343384, -2.5676138401031494, -6.197921276092529]}"
llama3_70b_instruct,0.7,42,4,Two neighbors dispute over a boundary line between their properties.,"Alice: I'm telling you, the fence has always been on your side of the property line.\nBob: That's not true, I've lived here for 20 years and it's always been on your side.\nAlice: I've got the original property deeds right here, and they clearly show the fence is yours.\nBob: Those deeds are outdated, the property lines were redrawn 10 years ago.\nAlice: I was at the town hall meeting when they approved the new lines, and they didn't change.\nBob: You must have misunderstood, because I've got a certified surveyor's report saying otherwise.\n[END]","[""I'm telling you, the fence has always been on your side of the property line."", ""I've got the original property deeds right here, and they clearly show the fence is yours."", ""I was at the town hall meeting when they approved the new lines, and they didn't change.""]","[""That's not true, I've lived here for 20 years and it's always been on your side."", 'Those deeds are outdated, the property lines were redrawn 10 years ago.', ""You must have misunderstood, because I've got a certified surveyor's report saying otherwise.""]",,"{'happiness': [-2.507286787033081, 5.759410381317139, -0.8560903668403625], 'sadness': [-4.3351616859436035, -9.950931549072266, 5.836230754852295], 'anger': [11.849421501159668, 7.188417434692383, 15.2179594039917], 'fear': [-7.272049903869629, -2.03851056098938, -7.6807990074157715], 'disgust': [-2.364686965942383, -8.256000518798828, 6.453091144561768], 'surprise': [-1.2378171682357788, 0.18689674139022827, -0.39363938570022583]}","{'happiness': [-1.042220115661621, 4.141389846801758, -0.638671338558197], 'sadness': [-7.222617149353027, 10.055388450622559, -8.596421241760254], 'anger': [13.832962036132812, 12.701081275939941, 11.284758567810059], 'fear': [-7.985564231872559, -5.544967174530029, -4.664527416229248], 'disgust': [-3.7125840187072754, 2.990938901901245, -5.276765823364258], 'surprise': [-11.017305374145508, -4.846160411834717, -11.40918254852295]}"
llama3_70b_instruct,0.7,42,4,A parent and a teenager negotiate curfew times.,"```\nAlice: I don't think 1 am is a reasonable curfew for a school night.\nBob: All my friends get to stay out later, why can't I?\nAlice: Because you have school in the morning and need to get a good night's sleep.\nBob: But we're going to a concert and it won't be over until midnight.\nAlice: That's exactly why I don't want you out that late on a school night.\nBob: Fine, how about 12:30 then?\n[END]\n```","[""I don't think 1 am is a reasonable curfew for a school night."", ""Because you have school in the morning and need to get a good night's sleep."", ""That's exactly why I don't want you out that late on a school night.""]","[""All my friends get to stay out later, why can't I?"", ""But we're going to a concert and it won't be over until midnight."", 'Fine, how about 12:30 then?']",,"{'happiness': [0, -7.583625793457031, -0.6614000201225281], 'sadness': [0, -6.683155059814453, -3.621434450149536], 'anger': [0, -9.86066722869873, 9.491028785705566], 'fear': [0, -11.619378089904785, -6.41145133972168], 'disgust': [0, -7.942020893096924, -3.228102922439575], 'surprise': [0, 0.7394648194313049, -5.813243389129639]}","{'happiness': [-16.570999145507812, 8.77529525756836, 7.470208168029785], 'sadness': [-8.598054885864258, 0.1855536699295044, -4.802891254425049], 'anger': [18.18497657775879, 6.403590679168701, 7.412116050720215], 'fear': [-4.355440139770508, -7.896645545959473, -8.315366744995117], 'disgust': [-6.766081809997559, 3.838611602783203, -2.922285795211792], 'surprise': [-16.64862632751465, 1.4366995096206665, -4.697118759155273]}"
llama3_70b_instruct,0.7,42,4,A parent and a teenager negotiate curfew times.,"Alice: I don't think 1 am is a reasonable curfew for a school night.\nBob: But all my friends get to stay out that late!\nAlice: Your friends' parents may not be as concerned about their grades as I am about yours.\nBob: You're just trying to ruin my life.\nAlice: I'm trying to make sure you're well-rested for your math test tomorrow.\nBob: Fine, 12:30 am then. Is that good enough for you?","[""I don't think 1 am is a reasonable curfew for a school night."", ""Your friends' parents may not be as concerned about their grades as I am about yours."", ""I'm trying to make sure you're well-rested for your math test tomorrow.""]","['But all my friends get to stay out that late!', ""You're just trying to ruin my life."", 'Fine, 12:30 am then. Is that good enough for you?']",,"{'happiness': [6.5688347816467285, 5.735344409942627, 13.33411979675293], 'sadness': [-6.9931111335754395, -13.011086463928223, -8.425013542175293], 'anger': [12.971429824829102, 1.9753727912902832, 1.2307368516921997], 'fear': [-4.735121250152588, -9.938109397888184, -6.299571990966797], 'disgust': [-1.8960723876953125, -6.072210311889648, -5.489006519317627], 'surprise': [-0.9531571865081787, 1.5902128219604492, 3.686492919921875]}","{'happiness': [-9.639566421508789, -18.69622039794922, 0.6886783838272095], 'sadness': [-7.448747634887695, -15.209685325622559, -4.95359992980957], 'anger': [15.997785568237305, 10.481173515319824, 8.295491218566895], 'fear': [-6.120650291442871, 13.055028915405273, -5.3659539222717285], 'disgust': [-4.652627468109131, -9.459156036376953, 0.06533121317625046], 'surprise': [-12.812882423400879, -10.392838478088379, -4.6574625968933105]}"
llama3_70b_instruct,0.7,42,4,A parent and a teenager negotiate curfew times.,"Alice: I don't see why you need to be out so late on a school night.\nBob: All my friends are going to the concert and it doesn't end until midnight.\nAlice: You have a big test tomorrow and you need to get a good night's sleep.\nBob: I'll be fine, Mom, I've been studying for weeks and I know the material.\nAlice: I'm not worried about the test, I'm worried about your safety.\nBob: You always say I need to be more independent, but you never give me the freedom to make my own choices. \n[END]","[""I don't see why you need to be out so late on a school night."", ""You have a big test tomorrow and you need to get a good night's sleep."", ""I'm not worried about the test, I'm worried about your safety.""]","[""All my friends are going to the concert and it doesn't end until midnight."", ""I'll be fine, Mom, I've been studying for weeks and I know the material."", 'You always say I need to be more independent, but you never give me the freedom to make my own choices. ']",,"{'happiness': [-0.664937436580658, -14.58719539642334, 6.060146331787109], 'sadness': [-8.498937606811523, -0.9125711917877197, -5.675847053527832], 'anger': [7.980854511260986, 6.822780132293701, 6.7716875076293945], 'fear': [-7.701419353485107, -3.770125389099121, -9.333965301513672], 'disgust': [-8.585025787353516, 7.115259170532227, -2.593327283859253], 'surprise': [-8.071990013122559, 1.8446133136749268, -11.141107559204102]}","{'happiness': [6.414467811584473, 9.208747863769531, -19.023895263671875], 'sadness': [-0.701171338558197, 0.17328472435474396, -0.3330197334289551], 'anger': [10.371421813964844, 11.317546844482422, 20.80225944519043], 'fear': [-8.743638038635254, -10.1753568649292, 1.4924908876419067], 'disgust': [3.879152536392212, 0.10710589587688446, 4.200836181640625], 'surprise': [2.3361353874206543, -9.597220420837402, -6.6130146980285645]}"
